Plate Type,Violation Code,Vehicle Body Type,Vehicle Make,Violation Location,Violation Time,Violation County,Vehicle Color,Violation In Front Of Or Opposite
PAS,38,SUBN,JEEP,49.0,Early Morning,BX,GY,F
PAS,31,4DSD,KIA,17.0,Early Morning,NY,GY,F
PAS,20,4DSD,BMW,10.0,Early Morning,NY,WH,F
PAS,31,DELV,CHEVR,18.0,Morning,NY,GREEN,I
PAS,14,SUBN,NISSA,46.0,Morning,BX,GY,F
COM,14,REFG,KENWO,18.0,Morning,NY,WH,F
PAS,20,DELV,FRUEH,10.0,Morning,NY,WHITE,I
PAS,14,DELV,VOLVO,10.0,Morning,NY,WHITE,I
COM,14,PICK,FORD,14.0,Morning,NY,GY,F
PAS,16,4DSD,TOYOT,19.0,Morning,NY,BK,F
PAS,18,DELV,HIN,10.0,Early Morning,NY,WHITE,F
PAS,31,SUBN,BMW,13.0,Early Morning,NY,GY,F
COM,14,DELV,CHEVR,17.0,Early Morning,NY,WH,F
PAS,70,4DSD,HONDA,43.0,Morning,BX,BLUE,F
PAS,66,TRLR,NS,10.0,Morning,NY,BLACK,F
PAS,69,DELV,ISUZU,14.0,Morning,NY,WHITE,F
COM,69,VAN,FORD,14.0,Morning,NY,WH,O
PAS,74,SUBN,KIA,14.0,Early Morning,NY,BLACK,F
PAS,19,4DSD,NISSA,66.0,Morning,K,WH,F
COM,47,DELV,FRUEH,14.0,Morning,NY,WH,F
COM,19,DELV,HIN,18.0,Morning,NY,WH,F
PAS,69,TRAC,HIN,14.0,Morning,NY,WHITE,O
COM,19,DELV,INTER,14.0,Morning,NY,MR,F
PAS,14,4DSD,BMW,18.0,Early Morning,NY,BK,F
COM,69,VAN,ME/BE,17.0,Morning,NY,WH,F
COM,69,VAN,RAM,17.0,Morning,NY,BL,F
COM,31,PICK,RAM,17.0,Morning,NY,BK,F
PAS,11,VAN,TOYOT,17.0,Morning,NY,BLACK,I
COM,37,VAN,CHEVR,19.0,Morning,NY,WH,F
COM,38,VAN,CHEVR,19.0,Early Morning,NY,WHITE,O
OMT,14,4DSD,HONDA,100.0,Early Morning,Q,BL,I
PAS,20,VAN,FORD,23.0,Early Morning,NY,WHITE,F
COM,10,VAN,FRUEH,19.0,Morning,NY,OR,F
PAS,9,VAN,FORD,1.0,Early Morning,NY,WHITE,X
COM,14,DELV,ISUZU,19.0,Morning,NY,RD/,O
PAS,47,TRAC,FRUEH,14.0,Afternoon,NY,ORANG,F
PAS,71,SUBN,TOYOT,18.0,Early Morning,NY,WH,F
COM,20,REFG,HIN,20.0,Morning,NY,WH,F
COM,46,VAN,FORD,24.0,Afternoon,NY,WH,F
OMS,40,4DSD,LINCO,24.0,Early Morning,NY,RD,I
PAS,38,VAN,CHEVR,19.0,Afternoon,NY,WHITE,F
COM,38,VAN,CHEVR,24.0,Morning,NY,WHITE,F
PAS,38,SUBN,MITSU,25.0,Morning,NY,BK,F
PAS,38,4DSD,FORD,32.0,Early Morning,NY,WH,F
PAS,21,4DSD,TOYOT,20.0,Morning,NY,BL,O
COM,20,VAN,CHEVR,10.0,Early Morning,NY,WHITE,O
COM,46,VAN,FORD,34.0,Early Morning,NY,BL,O
PAS,38,SUBN,JEEP,19.0,Morning,NY,BLACK,O
PAS,50,4DSD,BMW,33.0,Morning,NY,WH,I
PAS,37,VAN,ME/BE,26.0,Early Morning,NY,BK,F
PAS,74,4DSD,ACURA,112.0,Early Morning,Q,BK,O
COM,48,DELV,FORD,28.0,Early Morning,NY,WHITE,F
PAS,38,SUBN,CHEVR,20.0,Morning,NY,WHITE,O
PAS,38,SUBN,JEEP,32.0,Early Morning,NY,WH,F
PAS,21,4DSD,TOYOT,83.0,Afternoon,K,GY,F
PAS,21,SUBN,HYUND,33.0,Morning,NY,GY,I
PAS,40,4DSD,NISSA,32.0,Morning,NY,BLACK,F
COM,20,VAN,CHEVR,19.0,Morning,NY,BL,F
COM,20,VAN,NISSA,19.0,Morning,NY,WH,F
COM,38,VAN,FRUEH,20.0,Morning,NY,BROWN,I
PAS,20,SUBN,BMW,103.0,Morning,Q,BLACK,I
PAS,71,SUBN,SUBAR,33.0,Morning,NY,GY,O
PAS,71,SUBN,ACURA,19.0,Morning,NY,BK,F
PAS,20,4DSD,INFIN,20.0,Early Morning,NY,WH,F
COM,40,VAN,FORD,34.0,Early Morning,NY,BROWN,I
COM,42,VAN,NISSA,19.0,Early Morning,NY,WH,F
LMB,21,MOPD,NIU,114.0,Morning,Q,BLACK,F
PAS,21,4DSD,LEXUS,33.0,Morning,NY,BK,O
PAS,40,SUBN,HYUND,20.0,Morning,NY,SILVE,I
PAS,70,SUBN,JEEP,19.0,Morning,NY,BL,O
COM,21,VAN,FORD,19.0,Morning,NY,WH,F
PAS,71,SUBN,JEEP,108.0,Morning,Q,OR,F
PAS,38,SUBN,JEEP,108.0,Morning,Q,BLACK,I
PAS,38,2DSD,MINI,6.0,Morning,NY,BLACK,F
COM,20,SUBN,DODGE,1.0,Early Morning,NY,BL,O
COM,69,VAN,FORD,19.0,Early Morning,NY,BL,O
PAS,14,TRAC,INTER,20.0,Morning,NY,WHITE,F
PAS,40,4DSD,HONDA,33.0,Early Morning,NY,GOLD,I
PAS,46,SUBN,MAZDA,46.0,Early Morning,BX,GREY,F
PAS,71,SUBN,NISSA,40.0,Early Morning,BX,GY,O
PAS,71,SUBN,SUBAR,19.0,Morning,NY,BR,O
COM,38,VAN,FORD,19.0,Morning,NY,WH,O
PAS,21,SUBN,CADIL,24.0,Morning,NY,GY,I
PAS,37,SUBN,TOYOT,70.0,Afternoon,K,GL,F
PAS,38,4DSD,NISSA,70.0,Morning,K,WH,F
PAS,71,SUBN,BMW,52.0,Early Morning,BX,GREY,F
PAS,71,SUBN,TOYOT,46.0,Afternoon,BX,GY,O
PAS,21,4DSD,NISSA,79.0,Early Morning,K,GY,F
PAS,21,SUBN,LINCO,66.0,Morning,K,WH,F
PAS,21,SUBN,FORD,68.0,Morning,K,GY,F
SRF,37,SUBN,ROVER,72.0,Early Morning,K,GY,F
PAS,38,4DSD,HYUND,70.0,Early Morning,K,GY,F
PAS,21,4DSD,BMW,46.0,Morning,BX,WHITE,O
VAS,37,SUBN,TOYOT,62.0,Early Morning,K,LT/,O
PAS,71,4DSD,INFIN,61.0,Afternoon,K,BK,F
PAS,20,4DSD,NISSA,50.0,Morning,BX,SILVE,O
PAS,71,4DSD,TOYOT,48.0,Morning,BX,GREY,F
PAS,21,4DSD,ACURA,52.0,Afternoon,BX,SILVE,O
OMT,19,SUBN,NISSA,52.0,Morning,BX,GY,F
COM,48,VAN,FRUEH,52.0,Afternoon,BX,BROWN,I
PAS,21,4DSD,HONDA,50.0,Morning,BX,BK,O
PAS,70,4DSD,INFIN,69.0,Early Morning,K,GY,I
PAS,20,4DSD,NISSA,45.0,Morning,BX,RED,F
PAS,38,SUBN,MAZDA,52.0,Morning,BX,RED,F
PAS,38,SUBN,KIA,52.0,Afternoon,BX,BK,O
PAS,21,SUBN,VOLVO,63.0,Morning,K,GR,O
OMT,70,4DSD,NISSA,70.0,Morning,K,GY,F
PAS,20,VAN,FORD,5.0,Morning,NY,WHITE,F
PAS,37,SUBN,TOYOT,49.0,Early Morning,BX,RED,F
COM,46,VAN,FRUEH,46.0,Early Morning,BX,BROWN,F
PAS,40,4DSD,HONDA,52.0,Morning,BX,LTG,F
PAS,14,SUBN,TOYOT,52.0,Afternoon,BX,BK,I
COM,14,DELV,FRUEH,48.0,Early Morning,BX,BROWN,F
PAS,38,SUBN,HONDA,43.0,Afternoon,BX,BL,I
OMT,16,SUBN,LINCO,70.0,Afternoon,K,BK,O
COM,40,DELV,INTER,102.0,Afternoon,Q,RD,F
ORG,21,SUBN,TOYOT,112.0,Morning,Q,GY,F
OMT,21,4DSD,TOYOT,42.0,Afternoon,BX,BK,I
OMT,98,4DSD,CHEVR,41.0,Early Morning,BX,BLACK,F
PAS,14,4DSD,VOLKS,94.0,Early Morning,K,WH,I
PAS,16,VAN,FORD,79.0,Early Morning,K,WHITE,F
PAS,71,SUBN,HONDA,69.0,Early Morning,K,TN,O
PAS,21,SUBN,LEXUS,46.0,Afternoon,BX,GY,F
PAS,71,SUBN,JEEP,43.0,Afternoon,BX,WH,F
PAS,21,4DSD,LINCO,107.0,Morning,Q,TN,F
PAS,40,SUBN,MAZDA,52.0,Early Morning,BX,RED,I
PAS,46,SUBN,JEEP,43.0,Morning,BX,WH,F
PAS,19,SUBN,LEXUS,66.0,Afternoon,K,WH,F
PAS,71,4DSD,HONDA,44.0,Morning,BX,WH,F
PAS,71,4DSD,ME/BE,49.0,Afternoon,BX,BK,O
PAS,78,VAN,CHEVR,79.0,Early Morning,K,WHITE,F
999,74,4DSD,AUDI,70.0,Morning,K,RED,F
PAS,71,SUBN,GMC,41.0,Morning,BX,BK,F
COM,19,VAN,FRUEH,43.0,Early Morning,BX,BROWN,F
PAS,21,SUBN,HONDA,52.0,Morning,BX,BLACK,F
PAS,46,SUBN,HONDA,46.0,Morning,BX,WH,O
COM,46,DELV,FORD,43.0,Early Morning,BX,WH,F
PAS,37,SUBN,TOYOT,43.0,Morning,BX,GY,F
PAS,20,SUBN,CHEVR,43.0,Early Morning,BX,BLACK,F
PAS,21,SUBN,TOYOT,46.0,Morning,BX,BK,I
PAS,70,SUBN,NISSA,45.0,Early Morning,BX,BK,F
COM,21,VAN,FORD,70.0,Morning,K,WH,O
OMT,21,SUBN,TOYOT,61.0,Morning,K,BK,F
COM,46,VAN,FORD,43.0,Early Morning,BX,BL,F
PAS,37,SUBN,LEXUS,46.0,Morning,BX,WH,F
PAS,38,4DSD,ACURA,44.0,Morning,BX,WH,F
PAS,71,4DSD,HYUND,42.0,Early Morning,BX,WH,F
PAS,21,SUBN,HONDA,79.0,Early Morning,K,GREY,F
PAS,21,SUBN,ME/BE,81.0,Early Morning,K,RD,F
PAS,38,SUBN,TOYOT,62.0,Afternoon,K,BLACK,I
PAS,21,SUBN,CHEVR,70.0,Morning,K,GY,F
PAS,14,4DSD,HYUND,60.0,Early Morning,K,GY,I
PAS,14,SUBN,TOYOT,60.0,Morning,K,BL,O
PAS,70,SUBN,NISSA,61.0,Early Morning,K,BK,F
PAS,38,SUBN,AUDI,66.0,Morning,K,BK,F
PAS,71,SUBN,CHRYS,79.0,Early Morning,K,BK,I
PAS,14,4DSD,BMW,69.0,Morning,K,BLACK,F
PAS,21,SUBN,TOYOT,61.0,Morning,K,WH,F
COM,14,VAN,INTER,1.0,Early Morning,NY,BROWN,I
PAS,16,SUBN,FORD,90.0,Early Morning,K,RED,O
PAS,14,SUBN,HONDA,90.0,Early Morning,K,BK,F
PAS,21,4DSD,ACURA,62.0,Morning,K,GY,F
PAS,46,SUBN,INFIN,62.0,Morning,K,BK,F
OMT,20,4DSD,NISSA,110.0,Early Morning,Q,BK,F
PAS,38,4DSD,HYUND,7.0,Early Morning,NY,BL,F
PAS,40,4DSD,HONDA,66.0,Early Morning,K,GREY,F
PAS,14,SUBN,LEXUS,78.0,Early Morning,K,RD,F
PAS,21,4DSD,NISSA,47.0,Morning,BX,SILVE,O
COM,70,PICK,FORD,78.0,Early Morning,K,WHITE,O
PAS,21,SUBN,LEXUS,75.0,Morning,K,BK,I
PAS,20,4DSD,TESLA,84.0,Afternoon,K,BLACK,F
PAS,74,4DSD,ME/BE,72.0,Early Morning,K,WH,F
PAS,83,SUBN,ME/BE,60.0,Early Morning,K,WH,F
PAS,68,4DSD,ACURA,62.0,Morning,K,WHITE,F
PAS,21,SUBN,VOLVO,79.0,Morning,K,BK,F
PAS,70,VAN,NISSA,84.0,Morning,K,WH,F
PAS,38,SUBN,HONDA,68.0,Early Morning,K,GY,F
PAS,70,SEDN,HONDA,62.0,Early Morning,K,WH,F
PAS,46,SUBN,TOYOT,72.0,Early Morning,K,WHITE,F
PAS,38,DELV,HIN,115.0,Morning,Q,WHITE,F
PAS,40,SUBN,HONDA,83.0,Early Morning,K,GY,O
LMB,21,MOPD,NIU,79.0,Afternoon,K,BLACK,O
PAS,21,4DSD,NISSA,71.0,Afternoon,K,BLACK,F
PAS,21,4DSD,NISSA,75.0,Morning,K,WHITE,I
PAS,21,SUBN,ROVER,77.0,Morning,K,BLUE,F
PAS,38,SUBN,TOYOT,78.0,Early Morning,K,RD,F
PAS,38,SUBN,HONDA,70.0,Early Morning,K,WH,F
PAS,51,4DSD,TOYOT,61.0,Early Morning,K,BK,F
PAS,71,4DSD,SUBAR,34.0,Afternoon,NY,BL,F
PAS,21,4DSD,INFIN,90.0,Morning,K,BK,I
PAS,38,4DSD,VOLKS,61.0,Morning,K,WH,O
PAS,38,4DSD,HYUND,66.0,Afternoon,K,BK,F
PAS,21,SUBN,CADIL,73.0,Afternoon,K,BLACK,I
PAS,38,SUBN,ALFAR,61.0,Morning,K,RED,O
PAS,21,4DSD,HYUND,70.0,Afternoon,K,GY,F
PAS,14,4DSD,HONDA,83.0,Morning,K,BK,O
PAS,48,VAN,GMC,90.0,Morning,K,WHITE,F
PAS,70,SUBN,NISSA,77.0,Early Morning,K,WH,F
PAS,70,SUBN,JEEP,84.0,Morning,K,GY,O
OMT,14,SUBN,TOYOT,70.0,Early Morning,K,BK,O
PAS,46,SUBN,FORD,109.0,Early Morning,Q,BL,F
PAS,87,SUBN,KIA,90.0,Morning,K,GY,F
PAS,20,SUBN,JEEP,66.0,Early Morning,K,BK,F
PAS,70,4DSD,HONDA,83.0,Early Morning,K,BK,I
PAS,14,2DSD,FORD,90.0,Early Morning,K,BLACK,O
PAS,20,SUBN,JEEP,84.0,Early Morning,K,BK,F
PAS,21,SUBN,FORD,71.0,Afternoon,K,BLACK,F
PAS,40,4DSD,NISSA,72.0,Early Morning,K,BK,F
PAS,21,SUBN,FORD,70.0,Morning,K,GY,F
PAS,51,PICK,RAM,67.0,Early Morning,K,BK,F
TRC,69,TRAC,PETER,13.0,Morning,NY,RD,O
PAS,50,SUBN,NISSA,110.0,Morning,Q,GY,I
COM,47,REFG,KAWAS,10.0,Early Morning,NY,WHITE,F
PAS,38,SUBN,MINI,5.0,Early Morning,NY,GREEN,O
PAS,21,SUBN,NISSA,77.0,Morning,K,WH,F
OMT,71,4DSD,TOYOT,83.0,Early Morning,K,BK,I
SRF,38,CONV,BUICK,5.0,Morning,NY,BK,F
COM,20,VAN,FORD,20.0,Morning,NY,BL,F
PAS,71,SUBN,SUBAR,106.0,Early Morning,Q,RD,F
COM,38,DELV,ISUZU,13.0,Early Morning,NY,WH,F
PAS,47,TRAC,FRUEH,13.0,Morning,NY,WHITE,F
COM,46,VAN,FORD,79.0,Early Morning,K,BL,O
PAS,70,SUBN,TOYOT,105.0,Morning,Q,GY,F
PAS,40,4DSD,NISSA,67.0,Early Morning,K,BLACK,F
COM,21,4DSD,FORD,48.0,Morning,BX,ORANG,I
PAS,20,4DSD,PONTI,88.0,Early Morning,K,BLACK,O
PAS,69,DELV,ISUZU,14.0,Early Morning,NY,WHITE,O
PAS,74,4DSD,BMW,83.0,Morning,K,WH,O
PAS,46,4DSD,HYUND,69.0,Morning,K,GREY,F
PAS,20,4DSD,HONDA,6.0,Early Morning,NY,BLUE,F
PAS,21,SUBN,HYUND,30.0,Morning,NY,GREY,F
PAS,21,4DSD,BMW,52.0,Morning,BX,WH,F
PAS,21,SUBN,JEEP,52.0,Morning,BX,WH,O
PAS,21,SUBN,HYUND,114.0,Morning,Q,BK,I
PAS,17,SUBN,FORD,17.0,Early Morning,NY,BK,I
PAS,21,4DSD,HONDA,104.0,Morning,Q,BL,I
PAS,14,SUBN,CHEVR,105.0,Early Morning,Q,BK,I
PAS,70,SUBN,HONDA,109.0,Afternoon,Q,SILVE,O
PAS,21,SUBN,NISSA,115.0,Afternoon,Q,BLACK,F
PAS,21,SUBN,VOLKS,66.0,Morning,K,GREY,F
SCL,77,BUS,CHEVR,122.0,Early Morning,R,YW,I
PAS,21,SUBN,LEXUS,13.0,Morning,NY,WHITE,F
PAS,14,4DSD,HYUND,100.0,Early Morning,Q,WH,I
COM,42,VAN,FORD,13.0,Afternoon,NY,WH,F
PAS,38,SUBN,LINCO,46.0,Morning,BX,BLACK,I
COM,46,PICK,TOYOT,44.0,Morning,BX,BK,F
PAS,21,4DSD,KIA,52.0,Morning,BX,SILVE,F
PAS,40,SUBN,NISSA,107.0,Morning,Q,GY,F
PAS,40,SUBN,JAGUA,14.0,Afternoon,NY,BK,O
PAS,10,SUBN,NISSA,14.0,Morning,NY,BLACK,I
COM,20,PICK,FORD,6.0,Morning,NY,WH,F
COM,14,REFG,HIN,18.0,Morning,NY,WH,F
COM,14,UTIL,FRUEH,14.0,Morning,NY,WHITE,I
PAS,71,4DSD,NISSA,103.0,Morning,Q,BK,F
PAS,38,4DSD,HONDA,52.0,Morning,BX,BLACK,F
PAS,40,4DSD,HYUND,107.0,Morning,Q,GY,F
PAS,38,4DSD,FORD,52.0,Morning,BX,WH,F
COM,13,PICK,CHEVR,18.0,Morning,NY,WH,I
PAS,14,SUBN,JEEP,13.0,Early Morning,NY,BK,O
COM,70,VAN,FORD,14.0,Morning,NY,WHITE,I
PAS,71,SUBN,TOYOT,40.0,Afternoon,BX,RD,F
PAS,31,4DSD,HYUND,13.0,Morning,NY,BLUE,F
PAS,13,4DSD,AUDI,13.0,Morning,NY,WHITE,I
PAS,40,4DSD,NISSA,63.0,Morning,K,GOLD,F
PAS,21,SUBN,TOYOT,34.0,Morning,NY,WH,F
PAS,84,DELV,NS,17.0,Morning,NY,WHITE,F
PAS,14,SUBN,CHEVR,1.0,Early Morning,NY,BLUE,F
PAS,21,4DSD,NISSA,60.0,Early Morning,K,BL,O
COM,14,VAN,FORD,108.0,Afternoon,Q,WH,O
PAS,40,VAN,ME/BE,19.0,Afternoon,NY,WHITE,F
COM,20,VAN,FORD,7.0,Early Morning,NY,BROWN,F
PAS,16,SUBN,HONDA,77.0,Early Morning,K,GY,O
PAS,21,4DSD,INFIN,114.0,Morning,Q,BK,F
PAS,70,4DSD,INFIN,111.0,Morning,Q,BK,O
COM,38,VAN,FRUEH,19.0,Morning,NY,BROWN,F
COM,40,VAN,FORD,24.0,Morning,NY,WH,F
PAS,38,SUBN,NISSA,46.0,Early Morning,BX,GREY,O
PAS,17,SUBN,MITSU,10.0,Early Morning,NY,GY,O
PAS,70,SUBN,TOYOT,115.0,Morning,Q,GL,F
PAS,38,4DSD,DODGE,23.0,Morning,NY,BLACK,O
PAS,21,SUBN,JEEP,114.0,Morning,Q,OTHER,F
PAS,37,PICK,RAM,84.0,Morning,K,WH,F
ITP,38,4DSD,ACURA,23.0,Morning,NY,WHITE,F
PAS,31,SUBN,MITSU,13.0,Morning,NY,BK,F
COM,21,VAN,CHEVR,20.0,Morning,NY,WH,F
COM,20,VAN,FORD,6.0,Morning,NY,WH,I
PAS,33,SUBN,LEXUS,112.0,Early Morning,Q,GY,F
PAS,10,4DSD,NISSA,13.0,Early Morning,NY,WH,F
COM,46,VAN,WORKH,25.0,Morning,NY,BROWN,O
COM,38,VAN,FRUEH,114.0,Early Morning,Q,BROWN,F
APP,47,TRAC,KENWO,10.0,Early Morning,NY,WH,F
PAS,75,SUBN,NISSA,121.0,Morning,R,BL,I
PAS,31,2DSD,BMW,14.0,Morning,NY,BLUE,F
PAS,71,4DSD,TOYOT,47.0,Morning,BX,RD,I
PAS,38,SUBN,NISSA,110.0,Early Morning,Q,BL,F
PAS,71,4DSD,HYUND,120.0,Morning,R,BK,F
COM,46,VAN,FORD,20.0,Early Morning,NY,BROWN,O
PAS,21,SUBN,FORD,75.0,Morning,K,WH,F
COM,38,VAN,FORD,19.0,Morning,NY,WH,O
PAS,74,SUBN,DODGE,122.0,Morning,R,RED,O
PAS,40,SUBN,JEEP,108.0,Morning,Q,WHITE,F
LMB,20,MOPD,NIU,6.0,Morning,NY,BLACK,F
PAS,70,SUBN,CHEVR,121.0,Early Morning,R,RD,F
LMB,21,MOPD,KAWAS,24.0,Morning,NY,OTHER,F
COM,14,DELV,FORD,33.0,Morning,NY,WH,F
COM,69,VAN,FORD,19.0,Morning,NY,WH,F
COM,14,REFG,HIN,1.0,Morning,NY,WH,O
PAS,38,PICK,TOYOT,106.0,Morning,Q,BL,F
PAS,37,SUBN,AUDI,20.0,Early Morning,NY,BL,F
PAS,40,4DSD,ME/BE,42.0,Early Morning,BX,GY,F
PAS,46,4DSD,ME/BE,44.0,Morning,BX,BLACK,O
PAS,19,SUBN,JEEP,52.0,Early Morning,BX,WHITE,F
PAS,37,SUBN,LEXUS,103.0,Morning,Q,BK,I
PAS,51,SUBN,GMC,100.0,Morning,Q,BK,I
PAS,16,SUBN,TOYOT,108.0,Morning,Q,GY,O
PAS,50,SUBN,HONDA,115.0,Early Morning,Q,GY,I
PAS,14,PICK,FORD,20.0,Morning,NY,WHITE,F
PAS,21,SUBN,HONDA,101.0,Morning,Q,BK,I
PAS,84,TRAC,INTER,17.0,Morning,NY,WHITE,F
PAS,16,SUBN,PORSC,17.0,Morning,NY,BK,O
999,21,SUBN,FORD,72.0,Morning,K,WHITE,F
PAS,21,4DSD,TOYOT,70.0,Morning,K,GR,O
COM,38,PICK,CHEVR,102.0,Afternoon,Q,WH,F
OMT,21,4DSD,TOYOT,102.0,Morning,Q,BK,O
PAS,14,4DSD,TOYOT,33.0,Early Morning,NY,GY,O
COM,14,VAN,CHEVR,88.0,Early Morning,K,BL,I
PAS,70,SUBN,TOYOT,79.0,Early Morning,K,GR,F
PAS,71,SUBN,CHEVR,120.0,Morning,R,RD,F
COM,14,VAN,FORD,10.0,Morning,NY,BROWN,F
PAS,69,SUBN,RAM,10.0,Afternoon,NY,WHITE,F
PAS,38,PICK,RAM,14.0,Morning,NY,WH,F
PAS,37,4DSD,ACURA,13.0,Morning,NY,BK,F
PAS,46,4DSD,MINI,46.0,Morning,BX,GREY,F
PAS,21,4DSD,NISSA,103.0,Early Morning,Q,BLUE,I
PAS,40,4DSD,ACURA,103.0,Early Morning,Q,WH,F
PAS,71,4DSD,AUDI,120.0,Morning,R,RD,F
COM,17,PICK,TOYOT,42.0,Morning,BX,WH,F
PAS,38,SUBN,HONDA,70.0,Morning,K,BK,O
COM,21,VAN,FORD,13.0,Morning,NY,WH,O
PAS,31,SUBN,CHEVR,13.0,Early Morning,NY,GREY,O
PAS,20,SUBN,CHRYS,101.0,Morning,Q,GY,I
PAS,16,4DSD,TOYOT,20.0,Early Morning,NY,WH,F
PAS,16,PICK,DODGE,25.0,Early Morning,NY,BK,F
COM,48,VAN,CHEVR,24.0,Afternoon,NY,WH,O
PAS,69,DELV,GMC,13.0,Morning,NY,YELLO,F
PAS,21,4DSD,SUBAR,50.0,Morning,BX,WHITE,I
PAS,37,SUBN,HONDA,13.0,Morning,NY,GY,F
PAS,38,SUBN,NISSA,113.0,Early Morning,Q,BL,F
PAS,40,4DSD,CHRYS,43.0,Morning,BX,BK,O
PAS,14,SUBN,JEEP,25.0,Morning,NY,RED,F
PAS,20,4DSD,FORD,32.0,Afternoon,NY,BLACK,F
PAS,21,SUBN,DODGE,44.0,Morning,BX,GY,F
PAS,14,SUBN,INFIN,84.0,Afternoon,K,GY,I
PAS,40,VAN,FORD,102.0,Early Morning,Q,BLUE,F
PAS,40,4DSD,HYUND,42.0,Morning,BX,BLACK,I
PAS,71,4DSD,TOYOT,113.0,Early Morning,Q,GREY,F
PAS,20,4DSD,HONDA,46.0,Afternoon,BX,WHITE,I
COM,14,DELV,HIN,52.0,Early Morning,BX,WH,O
PAS,40,4DSD,INFIN,106.0,Morning,Q,BLACK,F
PAS,40,SUBN,JEEP,90.0,Early Morning,K,GREY,F
PAS,14,PICK,TOYOT,88.0,Early Morning,K,WH,I
PAS,71,SUBN,PORSC,76.0,Early Morning,K,BL,I
PAS,84,TRAC,INTER,10.0,Morning,NY,GREEN,O
PAS,21,SUBN,ROVER,66.0,Morning,K,WH,F
PAS,21,SUBN,TOYOT,112.0,Morning,Q,GY,O
PAS,40,4DSD,NISSA,84.0,Early Morning,K,GREY,F
COM,48,REFG,HIN,14.0,Morning,NY,WH,F
PAS,14,SUBN,TOYOT,67.0,Morning,K,OTHER,F
OMS,20,4DSD,TOYOT,112.0,Morning,Q,GY,I
PAS,21,SUBN,FORD,70.0,Early Morning,K,GREY,O
COM,21,VAN,RAM,114.0,Morning,Q,WH,O
PAS,21,SUBN,GMC,75.0,Morning,K,GY,F
PAS,38,2DSD,BMW,62.0,Morning,K,BK,F
PAS,40,SUBN,BMW,67.0,Morning,K,BLACK,O
PAS,20,SUBN,GMC,17.0,Morning,NY,WH,F
PAS,21,SUBN,TOYOT,110.0,Morning,Q,WH,F
OMS,38,4DSD,HYUND,6.0,Early Morning,NY,WH,F
COM,50,VAN,FORD,19.0,Morning,NY,WH,I
PAS,21,4DSD,HONDA,88.0,Morning,K,GREY,O
COM,46,VAN,FRUEH,19.0,Early Morning,NY,BROWN,O
PAS,33,4DSD,JAGUA,13.0,Morning,NY,GOLD,F
PAS,22,SUBN,ROVER,1.0,Afternoon,NY,GREY,O
LMB,16,MOPD,NIU,94.0,Early Morning,K,BLACK,I
PAS,37,4DSD,CHEVR,111.0,Early Morning,Q,BL,I
MOT,21,MCY,VESPA,19.0,Morning,NY,WHITE,O
PAS,38,SUBN,HONDA,112.0,Morning,Q,WH,F
PAS,21,VAN,HONDA,24.0,Morning,NY,WHITE,I
PAS,70,SUBN,LINCO,90.0,Morning,K,GY,F
PAS,20,SUBN,TOYOT,122.0,Morning,R,GREEN,F
PAS,71,4DSD,HONDA,43.0,Morning,BX,GY,O
PAS,38,SUBN,HONDA,94.0,Early Morning,K,BL,F
PAS,71,SUBN,DODGE,122.0,Morning,R,GY,F
PAS,20,4DSD,KIA,84.0,Early Morning,K,GREY,F
PAS,20,4DSD,TOYOT,10.0,Afternoon,NY,SILVE,F
PAS,40,SUBN,TOYOT,61.0,Morning,K,GY,F
PAS,20,SUBN,TOYOT,6.0,Morning,NY,GR,F
PAS,40,4DSD,ACURA,52.0,Morning,BX,BK,I
PAS,31,SUBN,KIA,18.0,Morning,NY,MR,I
PAS,71,4DSD,VOLVO,109.0,Morning,Q,GY,F
COM,20,VAN,FORD,13.0,Afternoon,NY,WH,F
PAS,14,SUBN,VOLVO,10.0,Morning,NY,BK,F
COM,40,VAN,FORD,1.0,Morning,NY,WH,I
COM,38,VAN,FORD,111.0,Afternoon,Q,RD,F
PAS,14,4DSD,TOYOT,75.0,Morning,K,BK,I
PAS,70,SUBN,GMC,75.0,Morning,K,WH,O
PAS,38,4DSD,TOYOT,28.0,Early Morning,NY,BLUE,F
PAS,14,TRAC,PETER,14.0,Morning,NY,YELLO,O
PAS,46,4DSD,MERCU,61.0,Morning,K,SILVE,F
PAS,74,4DSD,ME/BE,6.0,Morning,NY,WHITE,F
COM,38,VAN,CHRYS,112.0,Morning,Q,WHITE,F
APP,14,FLAT,HIN,17.0,Early Morning,NY,WH,O
PAS,20,4DSD,VOLVO,7.0,Early Morning,NY,WHITE,O
SRF,31,4DSD,TOYOT,9.0,Early Morning,NY,MR,F
PAS,16,4DSD,NISSA,61.0,Afternoon,K,BK,O
COM,19,REFG,INTER,107.0,Morning,Q,WH,F
PAS,74,SUBN,TOYOT,112.0,Morning,Q,BLACK,F
COM,14,VAN,ISUZU,18.0,Morning,NY,WH,I
PAS,21,SUBN,TOYOT,73.0,Afternoon,K,GY,F
PAS,14,DELV,HIN,17.0,Morning,NY,WHITE,F
PAS,21,4DSD,TOYOT,66.0,Morning,K,GY,F
PAS,14,DELV,ISUZU,18.0,Morning,NY,WHITE,O
OMT,14,SUBN,FORD,17.0,Morning,NY,BK,O
COM,46,REFG,ISUZU,24.0,Morning,NY,WH,F
PAS,21,SUBN,CHEVR,79.0,Morning,K,BK,O
